GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 years,Margin of Error; Male: - 20 years,Estimate; Male: - 21 years,Margin of Error; Male: - 21 years,Estimate; Male: - 22 to 24 years,Margin of Error; Male: - 22 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 39 years,Margin of Error; Male: - 35 to 39 years,Estimate; Male: - 40 to 44 years,Margin of Error; Male: - 40 to 44 years,Estimate; Male: - 45 to 49 years,Margin of Error; Male: - 45 to 49 years,Estimate; Male: - 50 to 54 years,Margin of Error; Male: - 50 to 54 years,Estimate; Male: - 55 to 59 years,Margin of Error; Male: - 55 to 59 years,Estimate; Male: - 60 and 61 years,Margin of Error; Male: - 60 and 61 years,Estimate; Male: - 62 to 64 years,Margin of Error; Male: - 62 to 64 years,Estimate; Male: - 65 and 66 years,Margin of Error; Male: - 65 and 66 years,Estimate; Male: - 67 to 69 years,Margin of Error; Male: - 67 to 69 years,Estimate; Male: - 70 to 74 years,Margin of Error; Male: - 70 to 74 years,Estimate; Male: - 75 to 79 years,Margin of Error; Male: - 75 to 79 years,Estimate; Male: - 80 to 84 years,Margin of Error; Male: - 80 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 years,Margin of Error; Female: - 20 years,Estimate; Female: - 21 years,Margin of Error; Female: - 21 years,Estimate; Female: - 22 to 24 years,Margin of Error; Female: - 22 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 39 years,Margin of Error; Female: - 35 to 39 years,Estimate; Female: - 40 to 44 years,Margin of Error; Female: - 40 to 44 years,Estimate; Female: - 45 to 49 years,Margin of Error; Female: - 45 to 49 years,Estimate; Female: - 50 to 54 years,Margin of Error; Female: - 50 to 54 years,Estimate; Female: - 55 to 59 years,Margin of Error; Female: - 55 to 59 years,Estimate; Female: - 60 and 61 years,Margin of Error; Female: - 60 and 61 years,Estimate; Female: - 62 to 64 years,Margin of Error; Female: - 62 to 64 years,Estimate; Female: - 65 and 66 years,Margin of Error; Female: - 65 and 66 years,Estimate; Female: - 67 to 69 years,Margin of Error; Female: - 67 to 69 years,Estimate; Female: - 70 to 74 years,Margin of Error; Female: - 70 to 74 years,Estimate; Female: - 75 to 79 years,Margin of Error; Female: - 75 to 79 years,Estimate; Female: - 80 to 84 years,Margin of Error; Female: - 80 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0400000US01,01,Alabama,4708708,*****,2280784,4739,159890,2854,158913,5218,157823,5227,98427,2232,71066,2774,37082,2985,36182,3576,91180,3618,164102,3044,145358,2781,148680,4733,153971,4915,165162,2520,160201,2166,138306,3886,55304,3740,69456,3145,41880,2432,50751,2878,68200,3419,53046,2796,35033,2734,20771,2012,2427924,4739,153981,2303,151110,5376,154136,5611,91895,2402,70091,3576,33411,3158,33893,3340,93646,4173,162619,2744,149958,2802,157771,5268,156967,5151,175838,2481,172730,1767,154277,3453,59071,2890,77165,3028,44438,2586,61616,3245,87437,3639,72483,2819,57319,2576,56072,3051
0400000US02,02,Alaska,698473,*****,360688,1510,28254,1020,22612,1878,27461,1966,15616,1012,13340,1651,7001,1273,6074,1319,19139,2071,30604,1555,24312,1684,22991,1859,22928,1631,26445,1299,27489,1051,27085,1640,6502,996,8220,1110,4476,882,5721,897,6371,903,4488,648,2238,431,1321,425,337785,1510,26527,1128,22682,1762,24413,1535,15947,873,12046,1195,6542,1218,4632,1147,15009,1472,25932,1069,20941,916,22572,1991,22699,1992,26443,973,26711,893,22225,1506,8000,1269,7136,942,3712,769,4834,898,7020,1017,4470,850,4158,734,3134,649
0400000US04,04,Arizona,6595778,*****,3307075,2761,264156,2082,240063,6855,243143,7166,139284,1526,93229,2183,53934,4475,44142,4371,133611,5759,258655,2226,241707,1594,222363,6598,226585,6622,221229,1623,201943,1255,173880,5046,67874,3739,91367,4547,49683,3245,67392,3103,96016,3866,80862,3592,55952,3009,40005,2969,3288703,2761,252431,1969,230800,7093,229266,6939,132721,1485,82678,1815,40569,3498,46934,4605,120586,4593,235431,1612,219617,1659,213227,6378,210814,6303,220396,1417,209376,1245,185117,5058,81638,3880,99933,4229,59491,3334,73650,3501,108222,3781,96563,4314,71263,3918,67980,3369
0400000US05,05,Arkansas,2889450,*****,1413505,3495,103809,2508,103202,4098,95072,4319,60511,1867,41974,2820,20941,2320,21845,2655,59729,4183,96953,3105,93238,2440,89192,4520,94458,4202,100634,2459,93811,1819,89539,3555,29585,2386,42262,2598,25128,2044,32025,1951,45839,2221,33327,1900,21967,1552,18464,1893,1475945,3495,98502,2589,93029,4147,97908,3681,55694,2007,39849,3189,23431,2345,19201,2593,50839,3562,101043,2482,90759,2107,94045,4139,94493,4121,106097,1851,99225,1616,92905,2914,34797,2424,48296,2849,26563,1660,38894,2605,53481,2495,44967,2552,36091,2376,35836,2756
0400000US06,06,California,36961664,*****,18517377,4701,1411011,3171,1276325,14722,1331124,14709,824312,2761,568284,3334,298106,9530,285012,9954,803901,11275,1455041,3318,1344900,3517,1335909,15254,1343807,14975,1363888,3467,1239013,2908,1023411,9090,369768,7809,464718,7543,265423,6854,320482,6264,422668,7222,334690,7038,232554,6772,203030,7252,18444287,4701,1338169,2868,1206081,13513,1264844,13778,783236,2924,527462,3250,277192,8698,259105,8859,725391,10515,1331867,3284,1242824,2609,1265232,16235,1279625,16213,1346073,2880,1256011,2565,1072531,11558,392030,9710,512230,9536,291037,7329,357383,7336,522399,8301,422647,8333,377947,7840,392971,7156
0400000US08,08,Colorado,5024748,*****,2529083,3213,187131,2243,177576,4756,163868,4460,100177,1482,70922,2485,41267,3601,39925,3445,111377,4923,199143,2597,182738,2221,186741,5025,182031,4842,189483,2050,180854,1645,155312,3941,56118,3660,70030,3772,39338,2481,42564,2535,59719,2805,42563,1929,27204,1534,23002,1705,2495665,3213,177583,1855,169063,4941,157783,4955,94908,1782,65038,2162,38481,3823,33551,3397,102730,4530,180507,1923,167150,2359,170957,5376,174159,5021,191227,2073,183336,1617,157173,4114,56429,3378,76039,2872,40657,2662,51902,2894,63325,3015,50820,3048,45747,2669,47100,3030
0400000US09,09,Connecticut,3518288,*****,1716182,1743,107111,998,107513,3520,123665,3553,74939,1040,55242,961,27692,2740,26657,3191,65577,3495,108238,1201,101035,1103,107669,4572,131230,4588,140918,980,134826,1111,107868,2978,41228,2378,52221,2727,32699,2427,33581,2422,47915,2486,36485,1843,28586,1737,23287,1680,1802106,1743,102258,785,107399,3864,112740,3670,71728,862,54206,1228,26015,2637,22556,2552,62962,3081,103010,1079,100249,859,113106,3997,136258,3747,147880,1026,138890,1079,115898,3305,43453,2580,59014,3066,34343,1753,39218,2153,60431,2083,49495,2345,46804,2285,54193,2698
0400000US10,10,Delaware,885122,*****,428865,1313,30077,477,29274,2156,28650,2163,17565,895,13379,981,5760,1077,6033,1431,17282,1894,29467,928,28096,896,28014,1949,29378,1892,31512,842,30332,549,26090,1533,8941,1170,15059,1414,5966,930,10368,1185,14356,1100,10575,1194,6660,1153,6031,990,456257,1313,29384,511,27605,2248,27061,2257,17148,906,13076,682,6256,1473,5860,1307,15579,1715,30031,676,28880,481,28929,1981,31925,2014,34031,683,32922,551,28899,1758,12589,1506,14216,1525,9160,1006,12197,1114,15606,1235,13009,1358,8895,979,12999,1286
0400000US11,11,District of Columbia,599657,*****,281649,880,19877,612,14029,1496,14707,1482,8592,501,10778,1068,5701,1192,4391,1211,11981,1607,28334,463,25190,97,24226,2135,18269,2149,20628,445,17491,124,15375,1137,6501,1095,7976,1285,4594,918,5571,946,6464,1018,4803,763,3054,685,3117,733,318008,880,18275,614,13734,1479,14226,1441,10270,604,14745,1426,5736,1059,3817,1126,15402,1612,32272,165,26891,339,23903,1963,19000,1916,19925,209,20590,588,19907,1432,7444,1093,9452,1414,5128,1003,7641,1113,8538,1089,7495,1047,6634,1103,6983,1069
