GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
0500000US01003,01003,"Baldwin County, Alabama",179878,*****,154783,1160,17893,490,1103,476,983,457,66,115,3424,1205,1626,778,140,191,1486,776
0500000US01015,01015,"Calhoun County, Alabama",114081,*****,86596,577,22259,897,616,335,683,431,87,147,2019,693,1821,824,165,270,1656,765
0500000US01043,01043,"Cullman County, Alabama",81778,*****,79010,214,434,267,155,213,941,513,49,92,122,185,1067,389,49,84,1018,382
0500000US01051,01051,"Elmore County, Alabama",79233,*****,59413,276,16443,607,313,181,356,140,0,273,985,318,1723,680,59,81,1664,691
0500000US01055,01055,"Etowah County, Alabama",103645,*****,85585,753,14796,695,205,139,557,177,0,273,465,729,2037,909,423,611,1614,768
0500000US01069,01069,"Houston County, Alabama",100085,*****,70788,406,25090,584,191,120,932,128,0,273,1144,398,1940,588,170,155,1770,585
0500000US01073,01073,"Jefferson County, Alabama",665027,*****,363199,2699,273556,1720,1107,544,10046,706,61,100,11619,3185,5439,1331,903,687,4536,1145
0500000US01077,01077,"Lauderdale County, Alabama",89599,*****,78364,773,9123,690,339,247,140,153,0,273,597,774,1036,731,12,29,1024,731
0500000US01081,01081,"Lee County, Alabama",135883,*****,98300,833,31192,1244,468,371,2751,293,0,273,578,614,2594,1164,25,42,2569,1171
0500000US01089,01089,"Madison County, Alabama",327744,*****,230620,928,77990,1772,1343,577,7695,588,336,336,1569,691,8191,2010,759,518,7432,1940
0500000US01095,01095,"Marshall County, Alabama",90399,*****,84684,1291,853,627,802,797,270,164,0,273,1145,1061,2645,904,30,52,2615,921
0500000US01097,01097,"Mobile County, Alabama",411721,*****,252704,1268,141162,1620,2661,480,8492,530,0,273,1623,873,5079,1845,274,268,4805,1824
0500000US01101,01101,"Montgomery County, Alabama",224119,*****,96274,405,121062,1320,273,357,3294,348,286,322,369,288,2561,1140,67,113,2494,1151
0500000US01103,01103,"Morgan County, Alabama",117293,*****,98336,1296,14393,697,918,337,986,130,141,159,1198,997,1321,518,148,162,1173,495
0500000US01117,01117,"Shelby County, Alabama",192503,*****,162636,2371,20364,381,406,281,3089,250,0,273,4414,2345,1594,586,85,142,1509,541
0500000US01125,01125,"Tuscaloosa County, Alabama",184035,*****,121846,739,57457,339,669,325,2438,216,0,273,692,691,933,543,144,195,789,507
0500000US02020,02020,"Anchorage Municipality, Alaska",286174,*****,198618,2148,18239,1038,16318,2112,21325,1182,3659,240,6723,2146,21292,2585,1195,675,20097,2544
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",98660,*****,76676,1291,5670,746,6239,1269,1925,351,80,97,1628,1236,6442,1613,364,531,6078,1597
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",88379,*****,75027,706,864,234,2614,743,1172,478,88,85,615,495,7999,1159,870,553,7129,1035
0500000US04001,04001,"Apache County, Arizona",70591,*****,16705,1061,33,54,51962,1147,177,186,76,128,497,462,1141,807,53,97,1088,785
0500000US04003,04003,"Cochise County, Arizona",129518,*****,106750,2412,5000,1164,1698,497,2552,643,356,351,7251,2259,5911,1535,1525,796,4386,1307
0500000US04005,04005,"Coconino County, Arizona",129849,*****,77487,2241,1514,487,38121,1054,1804,444,29,50,6782,2217,4112,1260,901,660,3211,1182
0500000US04013,04013,"Maricopa County, Arizona",4023132,*****,3290915,19644,183660,6325,75401,5854,125061,3126,6339,1361,232848,18159,108908,8207,25819,4398,83089,6920
0500000US04015,04015,"Mohave County, Arizona",194825,*****,175408,2362,2126,438,2473,795,1538,591,143,165,3978,1714,9159,2094,738,612,8421,1946
0500000US04017,04017,"Navajo County, Arizona",112975,*****,52375,1436,204,189,49244,2147,277,266,95,121,5007,1539,5773,2303,634,594,5139,2261
0500000US04019,04019,"Pima County, Arizona",1020200,*****,810953,9045,38174,2233,37040,4711,26593,1349,1153,456,80667,7888,25620,3246,5900,1717,19720,2986
0500000US04021,04021,"Pinal County, Arizona",340962,*****,267872,5641,14361,890,15769,2250,4976,950,2666,1682,25624,5217,9694,2610,2230,953,7464,2346
0500000US04025,04025,"Yavapai County, Arizona",215686,*****,197044,2425,1760,724,3403,1407,2451,187,99,189,4669,2101,6260,1839,1279,1042,4981,1606
0500000US04027,04027,"Yuma County, Arizona",196972,*****,152896,6348,5692,1344,2688,868,1605,529,364,476,29770,6239,3957,1396,1072,788,2885,1146
