GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
0500000US01003,01003,"Baldwin County, Alabama",174439,*****,150907,2466,15412,1396,1203,522,1267,271,302,503,2561,2465,2787,1539,79,134,2708,1515
0500000US01015,01015,"Calhoun County, Alabama",113419,*****,86974,889,22829,512,422,265,922,456,0,271,1047,886,1225,579,0,271,1225,579
0500000US01043,01043,"Cullman County, Alabama",81324,*****,78697,63,887,443,607,444,200,115,0,271,35,63,898,403,0,271,898,403
0500000US01049,01049,"DeKalb County, Alabama",68515,*****,63682,1701,960,434,1126,548,38,52,0,271,1645,1675,1064,539,382,491,682,328
0500000US01051,01051,"Elmore County, Alabama",78106,*****,58377,578,17057,770,400,188,89,124,0,271,1051,613,1132,809,39,83,1093,789
0500000US01055,01055,"Etowah County, Alabama",103303,*****,84676,632,14935,689,389,345,457,218,0,271,391,427,2455,1155,472,514,1983,1151
0500000US01069,01069,"Houston County, Alabama",98488,*****,70149,317,24831,475,443,197,405,196,11,19,744,252,1905,623,163,227,1742,589
0500000US01073,01073,"Jefferson County, Alabama",659503,*****,365174,3035,270151,1611,1124,654,8149,1035,0,271,6829,2618,8076,2518,332,343,7744,2506
0500000US01081,01081,"Lee County, Alabama",133010,*****,97848,549,30749,406,619,583,2641,99,0,271,239,200,914,507,24,31,890,505
0500000US01083,01083,"Limestone County, Alabama",76135,*****,63946,425,9460,1040,529,555,808,776,112,190,370,336,910,699,102,192,808,675
0500000US01089,01089,"Madison County, Alabama",319510,*****,226019,955,76839,1079,1688,473,7203,651,55,93,1585,931,6121,1517,324,238,5797,1504
0500000US01097,01097,"Mobile County, Alabama",406309,*****,251103,904,139805,859,2380,741,7554,427,67,107,1233,677,4167,1182,50,85,4117,1191
0500000US01101,01101,"Montgomery County, Alabama",224810,*****,96587,944,120290,1274,817,682,3065,409,0,271,1274,863,2777,1272,222,222,2555,1235
0500000US01103,01103,"Morgan County, Alabama",115959,*****,94292,976,14311,367,867,353,253,249,165,245,4854,1095,1217,580,0,271,1217,580
0500000US01117,01117,"Shelby County, Alabama",187784,*****,161429,1279,18440,868,631,413,3031,244,119,206,1771,1277,2363,1073,45,70,2318,1072
0500000US01125,01125,"Tuscaloosa County, Alabama",179448,*****,119842,588,55240,563,545,301,2105,546,0,271,396,466,1320,868,100,120,1220,858
0500000US02020,02020,"Anchorage Municipality, Alaska",279243,*****,195949,2369,16869,2425,14487,1862,17559,1267,3149,429,4067,1381,27163,3458,2245,1440,24918,3037
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",97970,*****,76549,1235,3770,1594,6719,1216,2638,445,176,227,1309,968,6809,2041,319,300,6490,2009
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",85458,*****,73689,634,1385,452,3470,638,1175,351,0,240,317,415,5422,861,51,89,5371,846
0500000US04003,04003,"Cochise County, Arizona",129006,*****,111422,1672,5914,560,1213,395,2445,505,54,92,3500,1428,4458,985,1061,626,3397,809
0500000US04005,04005,"Coconino County, Arizona",128558,*****,80918,2062,1764,286,36311,1311,1724,206,164,195,4684,2122,2993,1440,176,235,2817,1422
0500000US04013,04013,"Maricopa County, Arizona",3954598,*****,3251355,19406,170460,4859,73474,3865,114414,3696,7152,1009,243095,18439,94648,8309,25348,3446,69300,6825
0500000US04015,04015,"Mohave County, Arizona",196281,*****,177084,2333,1592,446,2661,858,1612,617,0,302,5591,2152,7741,1109,767,514,6974,1014
0500000US04017,04017,"Navajo County, Arizona",112757,*****,51454,1513,1650,1770,49720,2336,640,108,184,226,4792,1418,4317,1721,1004,863,3313,1711
0500000US04019,04019,"Pima County, Arizona",1012018,*****,804821,10170,34963,2529,33339,3343,24807,1323,797,632,83253,8887,30038,4126,8123,2039,21915,3813
0500000US04021,04021,"Pinal County, Arizona",327301,*****,241708,6213,11544,1201,17371,1424,4494,1476,724,264,39395,6280,12065,2788,4943,1939,7122,1979
0500000US04025,04025,"Yavapai County, Arizona",215503,*****,196424,2580,1761,289,4210,766,1353,617,0,302,6880,2463,4875,1291,1484,726,3391,1144
0500000US04027,04027,"Yuma County, Arizona",194322,*****,143538,5364,3489,738,2519,937,1924,506,169,286,39415,5335,3268,1078,324,325,2944,1056
0500000US05007,05007,"Benton County, Arkansas",209791,*****,175824,2793,3091,903,2850,962,4654,818,0,269,17825,2792,5547,1419,756,512,4791,1329
0500000US05045,05045,"Faulkner County, Arkansas",106823,*****,92220,477,11293,442,594,416,856,218,56,101,386,393,1418,701,0,269,1418,701
0500000US05051,05051,"Garland County, Arkansas",97465,*****,83499,1242,7736,595,600,283,745,57,0,269,3000,1212,1885,826,363,508,1522,607
0500000US05069,05069,"Jefferson County, Arkansas",78373,*****,34233,335,41232,325,122,162,787,204,52,94,611,619,1336,637,274,489,1062,361
