GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
0500000US01003,01003,"Baldwin County, Alabama",160354,*****,141027,986,16304,752,723,380,442,429,0,270,1023,836,835,384,46,88,789,380
0500000US01015,01015,"Calhoun County, Alabama",109762,*****,85707,552,21355,316,688,199,681,333,0,270,423,452,908,419,89,145,819,400
0500000US01049,01049,"DeKalb County, Alabama",66407,*****,61049,2035,1163,160,784,169,27,54,0,270,3019,2035,365,220,0,270,365,220
0500000US01051,01051,"Elmore County, Alabama",68057,*****,53893,691,11816,232,72,125,237,158,17,29,1063,680,959,306,68,116,891,281
0500000US01055,01055,"Etowah County, Alabama",101151,*****,84153,705,14371,301,389,183,460,82,0,270,1201,705,577,338,0,270,577,338
0500000US01069,01069,"Houston County, Alabama",93101,*****,66350,259,24020,228,668,337,752,75,0,270,742,336,569,285,88,88,481,261
0500000US01073,01073,"Jefferson County, Alabama",641690,*****,360677,1897,262696,2470,913,301,6935,399,0,270,4703,1807,5766,2379,72,89,5694,2377
0500000US01081,01081,"Lee County, Alabama",118664,*****,86786,599,27280,451,111,114,2247,143,0,270,729,494,1511,473,53,93,1458,449
0500000US01083,01083,"Limestone County, Alabama",67771,*****,56928,440,8040,242,571,122,159,206,0,270,1777,517,296,249,69,105,227,211
0500000US01089,01089,"Madison County, Alabama",290875,*****,209347,1255,65094,1572,3281,767,6926,445,217,357,1861,1380,4149,1675,294,298,3855,1664
0500000US01095,01095,"Marshall County, Alabama",84662,*****,81554,546,1237,523,496,233,80,166,0,270,543,545,752,582,0,270,752,582
0500000US01097,01097,"Mobile County, Alabama",393585,*****,242370,953,136047,695,2722,578,6377,560,0,270,2435,967,3634,1117,374,315,3260,1049
0500000US01101,01101,"Montgomery County, Alabama",209374,*****,94178,520,109304,817,536,171,2740,336,0,270,650,465,1966,899,461,381,1505,819
0500000US01103,01103,"Morgan County, Alabama",112005,*****,93279,1218,11616,1211,586,415,674,270,619,855,2460,1250,2771,1290,283,296,2488,1281
0500000US01117,01117,"Shelby County, Alabama",169822,*****,148475,1250,15621,423,317,243,2638,138,0,270,1682,1290,1089,401,164,171,925,405
0500000US01121,01121,"Talladega County, Alabama",76962,*****,52090,312,22250,1058,451,385,285,272,0,270,727,745,1159,596,0,270,1159,596
0500000US01125,01125,"Tuscaloosa County, Alabama",160947,*****,109153,912,47297,876,561,198,1411,515,0,270,818,921,1707,1034,232,253,1475,996
0500000US02020,02020,"Anchorage Municipality, Alaska",266281,*****,185780,1743,16547,674,15903,2447,18514,1707,2297,437,5377,1648,21863,3173,1154,732,20709,3201
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",83656,*****,65351,884,4502,249,6087,848,1697,502,87,108,982,856,4950,1196,442,376,4508,1095
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",75001,*****,65707,565,579,343,2312,573,567,113,43,74,619,371,5174,785,254,328,4920,701
0500000US04003,04003,"Cochise County, Arizona",120439,*****,101981,2612,4257,888,608,469,1672,351,422,507,6901,2293,4598,1448,629,412,3969,1416
