GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 years,Margin of Error; Male: - 20 years,Estimate; Male: - 21 years,Margin of Error; Male: - 21 years,Estimate; Male: - 22 to 24 years,Margin of Error; Male: - 22 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 39 years,Margin of Error; Male: - 35 to 39 years,Estimate; Male: - 40 to 44 years,Margin of Error; Male: - 40 to 44 years,Estimate; Male: - 45 to 49 years,Margin of Error; Male: - 45 to 49 years,Estimate; Male: - 50 to 54 years,Margin of Error; Male: - 50 to 54 years,Estimate; Male: - 55 to 59 years,Margin of Error; Male: - 55 to 59 years,Estimate; Male: - 60 and 61 years,Margin of Error; Male: - 60 and 61 years,Estimate; Male: - 62 to 64 years,Margin of Error; Male: - 62 to 64 years,Estimate; Male: - 65 and 66 years,Margin of Error; Male: - 65 and 66 years,Estimate; Male: - 67 to 69 years,Margin of Error; Male: - 67 to 69 years,Estimate; Male: - 70 to 74 years,Margin of Error; Male: - 70 to 74 years,Estimate; Male: - 75 to 79 years,Margin of Error; Male: - 75 to 79 years,Estimate; Male: - 80 to 84 years,Margin of Error; Male: - 80 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 years,Margin of Error; Female: - 20 years,Estimate; Female: - 21 years,Margin of Error; Female: - 21 years,Estimate; Female: - 22 to 24 years,Margin of Error; Female: - 22 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 39 years,Margin of Error; Female: - 35 to 39 years,Estimate; Female: - 40 to 44 years,Margin of Error; Female: - 40 to 44 years,Estimate; Female: - 45 to 49 years,Margin of Error; Female: - 45 to 49 years,Estimate; Female: - 50 to 54 years,Margin of Error; Female: - 50 to 54 years,Estimate; Female: - 55 to 59 years,Margin of Error; Female: - 55 to 59 years,Estimate; Female: - 60 and 61 years,Margin of Error; Female: - 60 and 61 years,Estimate; Female: - 62 to 64 years,Margin of Error; Female: - 62 to 64 years,Estimate; Female: - 65 and 66 years,Margin of Error; Female: - 65 and 66 years,Estimate; Female: - 67 to 69 years,Margin of Error; Female: - 67 to 69 years,Estimate; Female: - 70 to 74 years,Margin of Error; Female: - 70 to 74 years,Estimate; Female: - 75 to 79 years,Margin of Error; Female: - 75 to 79 years,Estimate; Female: - 80 to 84 years,Margin of Error; Female: - 80 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0400000US01,01,Alabama,4661900,*****,2258924,3639,156531,2967,153750,4996,163709,4701,99700,1911,72006,3232,38692,3599,29714,2258,93342,4263,157067,3438,141175,2989,152793,5403,155063,5078,166547,2955,158896,2186,136315,3794,59737,3225,60986,2716,40539,2490,46829,2729,68219,3010,47636,2169,34565,2228,25113,1913,2402976,3639,150652,2801,153597,4934,148591,4869,94680,2086,69184,3112,32164,2428,34108,3461,92981,4042,156566,2714,143609,2620,156964,4794,162984,4635,174787,2534,171040,1943,153013,3535,62663,3329,69537,3469,46976,2687,58004,3159,83816,3100,70408,3228,58522,2704,58130,3330
0400000US02,02,Alaska,686293,*****,357559,1751,27756,1204,23566,1908,25371,1882,16724,1344,12628,1372,8807,1518,7013,1731,17695,1671,28381,1333,23971,1904,23394,1899,26489,2066,26470,997,26477,840,23901,1403,7760,1015,7731,956,4571,805,5294,797,6012,1005,3885,627,2255,563,1408,523,328734,1751,23868,1013,24818,1709,23580,1879,15076,818,10129,947,4392,1030,4970,1170,14999,1656,24327,1292,22445,1199,23242,1965,23051,1751,26014,931,26331,967,22800,1451,6767,1060,6935,995,4160,888,4630,763,6392,865,5014,807,2958,808,1836,522
0400000US04,04,Arizona,6500180,*****,3258694,2909,263171,1971,236900,5959,235852,5729,140310,1640,90168,1907,46190,4080,52161,4175,126603,4301,255627,1586,234018,1939,230407,6337,217206,6211,220404,1897,198707,1691,177650,5114,68480,4066,76908,4654,51944,2657,65934,3030,91638,3624,84444,3487,51937,3139,42035,3308,3241486,2909,252150,1892,227206,6215,219594,6411,132497,1137,83715,2124,39715,3165,45351,3765,116050,3792,228682,1609,211091,1683,213303,6018,212519,5949,222153,2108,208045,1247,185878,4815,73133,3492,94244,3983,56878,3085,77929,3566,101872,3348,97725,3467,72600,3455,69156,3874
0400000US05,05,Arkansas,2855390,*****,1398560,3452,103021,2135,97794,4189,99068,4377,61497,1887,48490,3018,19991,2568,21020,2962,55474,3511,94153,3349,86653,2203,87955,3596,99790,4054,97384,1781,94772,2121,82198,3438,36415,2435,40241,2915,23720,1854,30169,2232,46638,2116,34517,1980,23559,1892,14041,1463,1456830,3452,96061,2207,96818,3913,89266,3728,59399,1794,40490,2306,20400,2703,19313,2097,54474,3094,97733,2392,86768,2300,96758,3251,92803,3676,103347,1857,100809,1554,84813,3219,37294,2462,48738,2198,26519,2204,35262,1991,53082,2648,43750,2266,36428,2062,36505,2387
0400000US06,06,California,36756666,*****,18383523,4718,1378153,2888,1252421,10857,1328226,11152,833568,2782,593756,3279,295706,9284,295744,9154,819220,11146,1414680,4392,1310621,3802,1392487,16819,1356260,17335,1355504,3383,1218156,2990,988909,9946,367777,8274,419220,8639,255362,6130,299768,7206,426530,7139,332013,5920,250117,5630,199325,6001,18373143,4718,1314753,2764,1196543,13856,1259657,14303,799376,2669,562104,5338,275375,10238,259128,8236,764460,11491,1278455,2878,1213524,3383,1316138,15751,1307780,15107,1344465,2726,1236497,2745,1050013,10322,395406,8321,446760,8948,286401,6695,354228,8097,506730,8494,445787,8076,371535,6297,388028,9341
0400000US08,08,Colorado,4939456,*****,2487842,3877,180860,1839,172185,4379,161424,4646,100671,1378,70376,2443,40316,3712,34767,3283,102428,3956,199898,2386,186520,2261,189526,6143,184687,6193,189742,1734,179699,1958,150531,3544,59364,3366,60792,3363,36216,2535,40964,2499,55853,2899,40177,2261,28040,1698,22806,1898,2451614,3877,175529,1904,161213,4866,155973,4975,98911,1758,63288,2421,32811,3169,31898,3190,93780,4306,181090,2246,169716,2298,172972,5089,176742,4858,191081,1782,181417,1351,154781,3492,58671,3404,63631,2999,38156,2240,45438,2235,63520,2863,51031,2640,42758,2575,47207,3153
0400000US09,09,Connecticut,3501252,*****,1709297,2163,107956,1206,113737,4260,117497,4250,76845,1258,52155,974,25996,2635,23472,2424,65669,2932,104432,1084,99569,969,119656,4019,133704,4051,141762,932,133222,1016,104799,2828,39549,2399,51746,3092,31200,2261,32533,2087,45445,2354,36225,1880,28546,1676,23582,1871,1791955,2163,102697,1293,100214,3990,119452,3797,72889,945,50495,1113,23398,2125,22686,2660,61777,3282,99737,876,99649,1157,124249,4448,136946,4548,148766,878,137390,1075,113275,3268,47509,2764,51114,2879,34187,2431,39014,2474,55003,2399,49029,2672,45855,2442,56624,3061
0400000US10,10,Delaware,873092,*****,422659,926,29863,197,29550,1749,27125,1817,18065,707,13206,766,5464,981,8260,1447,16333,1666,26813,645,25684,610,28363,1793,30956,1926,32381,543,29958,337,23772,1616,10834,1200,13724,1206,6294,982,9415,1105,13703,1196,11468,930,6777,793,4651,746,450433,926,29939,515,26479,1723,27230,1760,17875,656,13167,835,8257,1657,6908,1461,13560,1492,28886,708,26636,367,30149,2209,33024,2197,32970,469,31989,530,28818,1922,11172,1490,14928,1563,9309,1154,9397,1185,16055,1109,13082,1261,10385,1081,10218,1172
0400000US11,11,District of Columbia,591833,*****,279839,637,18905,299,13875,1241,14895,1241,9553,464,10990,942,4114,1137,4802,1323,15415,1649,28448,434,23403,3,22016,2086,20905,2071,19076,236,17598,340,15447,1272,5998,1033,6663,1191,4236,830,5383,874,6354,1017,5316,939,3746,823,2701,676,311994,637,17455,231,13689,1701,13978,1704,9621,359,13950,1309,5171,1292,3890,1208,17762,1883,31733,511,24772,121,23709,1722,18458,1714,20340,707,19615,720,18392,1505,6991,1307,9698,1253,5434,961,5461,949,9837,1087,6413,911,7300,872,8325,983
